RowIndex,Meteorology_Total,SMG_Total,Meteorology_ObjectNames,SMG_ObjectNames,Meteorology_Makers,SMG_Makers,Meteorology_Materials,SMG_Materials,Meteorology_Dates,SMG_Dates,Meteorology_Places,SMG_Places,Meteorology_Descriptions,SMG_Descriptions,Meteorology_Other,SMG_Other,Unique_to_Meteorology,Unique_to_SMG
109,12,13,1,2,1,2,1,0,1,1,1,2,6,3,1,3,"{""object_names"": [""REDUCTION DISC FOR PSYCHROMETERS""], ""makers"": [], ""materials"": [""cardboard""], ""dates"": [], ""places"": [], ""descriptions"": [""Designed by Prof. Ernst F. Klinkerfues, of G\u00f6ttingen, about 1870, for finding the dew-point temperature mechanically from the readings of the dry and wet bulb thermometers."", ""It consists of a circular scale giving the dew-point temperature, above which is mounted a cardboard disc graduated for dry bulb indications."", ""If the numbers on the scale and disc which correspond to the wet bulb reading be brought into coincidence, the dew-point temperature will be shown on the scale in line with that number on the disc which represents the dry bulb reading."", ""The coloured part of the scale is for use when the air temperature is below freezing point.""], ""other"": [""Inv. 1876-758""]}","{""object_names"": [""ready reckoner calculator for psychrometers"", ""Klinkerfues calculator (ready reckoner) for reducing psychrometer measurements""], ""makers"": [""Wilh. Lambrecht"", ""Wilh. Lambrecht GmbH""], ""materials"": [], ""dates"": [], ""places"": [""G\u00f6ttingen, Germany""], ""descriptions"": [""designed and patented by Prof. E. F. Klinkerfues"", ""Meteorology ready reckoner"", ""ready reckoner""], ""other"": [""Klinkerfues, Ernst Friedrich Wilhelm""]}"
110,15,8,1,2,1,1,0,0,2,1,2,0,7,2,2,2,"{""object_names"": [], ""makers"": [], ""materials"": [], ""dates"": [""1922""], ""places"": [""The Meteorological Office"", ""Royal Society""], ""descriptions"": [""Designed by Sir Francis Galton, F.R.S. Lent by The Meteorological Office."", ""This instrument was designed in 1870 by Sir Francis Galton, F.R.S., for deducing a curve of vapour tension from the corresponding curves of the dry bulb and wet bulb temperatures, and was employed at the Meteorological Office for deducing curves of vapour tension from reduced copies of thermograms for publication in the Quarterly Weather Report."", ""The instrument consists essentially of three portions :\u2014 First.\u2014A carriage for holding the two traces from which the third is to be deduced. This carriage is moved from side to side of the instrument by means of a rack and pinion controlled by the operator\u2019s right hand, the line of movement being governed by bevelled wheels running in grooves. To the front of the carriage there is fixed a frame, the upper part of which carries a plate intended to receive the deduced curve. The movement of this plate is therefore similar to that of the two curves to be operated upon."", ""Second.\u2014The second part of the instrument consists of another carriage, having a movement along a track at right angles to that of the first, and carrying a templet with a specially curved surface, corresponding to the required function of the two variables, which in this particular case is the value of the vapour tension for a given temperature of the dry bulb and depression of the wet bulb."", ""Motion is given to this carriage by a milled head and screw controlled by the operator\u2019s left hand, but an independent movement can be given to the templet from side to side of the carriage by means of another screw at the end of an arm which carries a pair of microscopes arranged to follow the wet and dry bulb traces respectively."", ""Third.\u2014The third section of the instrument is placed immediately above the templet, and consists of a partially counterpoised frame which can move up and down in a set of vertical grooves. The frame terminates in a style which rests lightly upon the templet, whilst at the top it carries a horizontal tube in which slides a pricker, held back in the tube by a spring."", ""When the microscopes have been set so that their cross wires intersect respectively the dry and wet bulb traces, the pricker is struck by a hammer moved by the operator\u2019s foot, and a dot is made on the plate. The distance of this dot below a zero, previously ruled upon the plate, corresponds to the height upon the templet at which the style rests at the moment when the blow is delivered and to the tabular values of the vapour tension for the temperature of the dry bulb and depression of the wet bulb indicated by the two traces. The succession of dots made at half-hour intervals was connected by a graver, so as to form a continuous curve, which was transferred to a copper plate by means of a pantagraph.""], ""other"": [""Inv. 1906-100."", ""(See Report of the Meteorological Committee of the Royal Society, 1870 and 1871.)""]}","{""object_names"": [""vapour tension computer"", ""Meteorology vapour tension computer""], ""makers"": [], ""materials"": [], ""dates"": [], ""places"": [], ""descriptions"": [""for calculating vapour tension""], ""other"": []}"
111,14,8,1,1,1,2,2,0,2,1,1,0,6,2,1,2,"{""object_names"": [""ASSMANN\u2019S PSYCHROMETER""], ""makers"": [""Prof. Assmann""], ""materials"": [""mercurial thermometers"", ""highly polished cylindrical tubes""], ""dates"": [""1887"", ""1921""], ""places"": [""Berlin""], ""descriptions"": [""ventilated and portable psychrometer"", ""designed in 1887 by Prof. Assmann, of Berlin, in order to obtain trustworthy wet bulb readings during balloon ascents when a relative calm is produced by the balloon travelling with the wind"", ""consists of two mercurial thermometers, of which the bulbs are kept respectively dry and wet, together with an arrangement for drawing air over the bulbs at a certain speed by means of a fan driven by clockwork"", ""The bulbs of the thermometers are protected from external radiation by two highly polished cylindrical tubes, thereby enabling the instrument to be placed in strong sunshine, or employed on aircraft at great heights, without fear of solar radiation affecting the readings"", ""The dry bulb thermometer gives the true temperature of the air, and the wet bulb the temperature due to the effect of evaporation, the depression of the wet bulb increasing, as the relative humidity decreases"", ""Lent by The Meteorological Office""], ""other"": [""Inv. 1921-80""]}","{""object_names"": [""Assmann psychrometer""], ""makers"": [""C. F. Casella"", ""C.F. Casella and Co. Ltd""], ""materials"": [], ""dates"": [""1919""], ""places"": [], ""descriptions"": [""designed by C. F. Casella"", ""Meteorology psychrometer; psychrometer""], ""other"": [""1919""]}"
112,9,10,1,1,1,1,1,0,1,1,0,4,4,1,1,2,"{""object_names"": [], ""makers"": [], ""materials"": [""electrically ventilated"", ""distilled water"", ""muslin""], ""dates"": [], ""places"": [], ""descriptions"": [""designed to ensure that the temperatures indicated by the instrument are accurately those of the wet and dry bulb thermometers"", ""As in the Assmann instrument, air is drawn past the dry and wet bulb thermometers through the agency of a small fan driven electrically by means of a small motor enclosed in the lower portion of the apparatus"", ""An inverted glass tube containing distilled water enables the muslin to be kept uniformly wet however the current of air may be varied""], ""other"": [""Inv. 1922-6""]}","{""object_names"": [""electro-psychrometer""], ""makers"": [""American Moistening Co.""], ""materials"": [], ""dates"": [""1910""], ""places"": [""Boston"", ""Suffolk county"", ""Massachusetts"", ""United States""], ""descriptions"": [""Meteorology psychrometer; psychrometer""], ""other"": [""Comins""]}"
113,13,5,1,1,1,1,0,0,2,1,0,1,7,1,2,0,"{""object_names"": [], ""makers"": [], ""materials"": [], ""dates"": [""1922""], ""places"": [], ""descriptions"": [""designed by Messrs. A. J. Lloyd & Co. in 1902 to give a direct indication of the relative humidity, dew-point, and the absolute humidity"", ""consists of wet and dry bulb thermometers provided with a specially-designed chart, over which an indicating arm can be moved"", ""In using the instrument, this arm is moved to the scale on the left near the wet bulb, and the sliding pointer is set to the temperature indicated by the wet bulb thermometer"", ""The arm is then moved to the right until the pointer is on the curved red line corresponding with the reading of the dry bulb thermometer"", ""The relative humidity is then indicated on the graduated arc at the bottom of the chart"", ""while the dew-point is given on the printed dry bulb scale by the intersection of the thick curved black lines"", ""The absolute humidity is indicated by the numbers at the upper end of these lines, which give the amount of water in grains per cubic foot of air""], ""other"": [""LLOYD\u2019S HYGRODEIK"", ""Inv. 1922-3""]}","{""object_names"": [""Lloyd hygrodeik""], ""makers"": [""Andrew J. Lloyd and Company""], ""materials"": [], ""dates"": [""1903""], ""places"": [""Boston, Lincolnshire, England, United Kingdom""], ""descriptions"": [""Meteorology wet and dry bulb psychrometer""], ""other"": []}"
114,8,8,1,1,1,1,0,0,1,1,0,1,4,2,1,2,"{""object_names"": [], ""makers"": [], ""materials"": [], ""dates"": [], ""places"": [], ""descriptions"": [""designed for use on an aeroplane, where it is mounted in an exposed position and is read from a distance"", ""consists of wet and dry bulb thermometers mounted on a frame, which can be attached to an interplane strut of the machine several feet away from the observer, where they are unaffected by the heat of the engine"", ""Lenses are provided to facilitate the reading of the thermometers"", ""can be adjusted by the observer by means of the cord""], ""other"": [""Lent by The Meteorological Office""]}","{""object_names"": [""Aeroplane psychrometer Mark II""], ""makers"": [""Negretti and Zambra""], ""materials"": [], ""dates"": [""1918-1922""], ""places"": [""London"", ""Greater London"", ""England"", ""United Kingdom""], ""descriptions"": [""Meteorology psychrometer"", ""psychrometer""], ""other"": [""by Negretti and Zambra, London""]}"
115,8,5,1,1,1,0,0,0,1,1,1,0,4,3,1,0,"{""object_names"": [""MODEL OF WHIRLED PSYCHROMETER""], ""makers"": [""The Meteorological Office""], ""materials"": [], ""dates"": [], ""places"": [""Washington""], ""descriptions"": [""apparatus is designed for whirling thermometers through the air, thereby enabling the wet and dry bulb temperatures to be obtained with accuracy and rapidity."", ""provided with two arms, which are rotated rapidly by operating the small wheel and handle."", ""To these arms are attached two thermometers, the bulb of one being covered with wet muslin."", ""thermometers are then whirled and the readings taken.""], ""other"": [""Inv. 1922-4.""]}","{""object_names"": [""Whirler for psychrometer""], ""makers"": [], ""materials"": [], ""dates"": [], ""places"": [], ""descriptions"": [""Meteorology psychrometer"", ""psychrometer 1918""], ""other"": []}"
116,11,8,1,1,1,2,2,0,1,1,0,0,5,2,1,2,"{""object_names"": [], ""makers"": [], ""materials"": [""bi-metallic strips"", ""muslin"", ""wicks"", ""cylindrical metallic reservoir""], ""dates"": [], ""places"": [], ""descriptions"": [""designed to give a continuous indication of the wet and dry bulb temperatures, thereby enabling the humidity to be determined at any time during the absence of the observer"", ""It consists of two similar bi-metallic strips, each pivoted at one end and bent into a wave-like form, while to the other end is connected a series of levers by means of which the motion is communicated to an arm carrying a pen, which records on the rotating drum"", ""One of these bi-metallic strips is covered with muslin and by means of a series of wicks is supplied with moisture from a cylindrical metallic reservoir containing water"", ""Adjusting screws are provided near the pivoted end, which enable the position of the pens to be adjusted"", ""The range of the instrument is from 100\u00b0 F. to 200\u00b0 F.""], ""other"": [""Inv. 1922-47""]}","{""object_names"": [""Simplex wet and dry bulb hygrograph""], ""makers"": [""Pastorelli and Rapkin Ltd."", ""Edney""], ""materials"": [], ""dates"": [], ""places"": [], ""descriptions"": [""Meteorology hygrograph (wet and dry bulb)"", ""hygrograph (wet and dry bulb)""], ""other"": [""c. 1922""]}"
117,15,8,1,1,1,1,1,1,4,1,2,1,5,2,2,1,"{""object_names"": [], ""makers"": [""The Meteorological Office""], ""materials"": [""fluid lens"", ""glass""], ""dates"": [""1922"", ""1853"", ""1872"", ""1875""], ""places"": [""Whitehall"", ""Kew"", ""Greenwich Observatory""], ""descriptions"": [""FIRST SPHERICAL LENS MADE FOR SUNSHINE-RECORDING."", ""label upon the lens states"", ""substituted for the original fluid lens"", ""in use at the Office of the Board of Health"", ""continuous sunshine records were first begun"", ""first glass lens employed to record sunshine"", ""transferred from Whitehall to Kew"", ""used there"", ""The second lens employed was made by Chance"", ""was used at Greenwich Observatory""], ""other"": [""Inv. 1908-88"", ""Board of Health""]}","{""object_names"": [], ""makers"": [""Unknown maker""], ""materials"": [], ""dates"": [], ""places"": [""Manchester, Greater Manchester, England, United Kingdom""], ""descriptions"": [""first made for use in a John Francis Campbell type sunshine recorder"", ""unsigned"", ""Meteorology instrument component; burning-glass sunshine recorder; instrument component; burning-glass sunshine recorder""], ""other"": [""John Francis Campbell""]}"
118,17,7,1,2,1,1,3,0,3,1,1,1,5,1,3,1,"{""object_names"": [""CAMPBELL'S SUNSHINE-RECORDER BOWLS""], ""makers"": [], ""materials"": [""mahogany of uniform grain"", ""spherical water or glass lens"", ""wood""], ""dates"": [""1891, 1892"", ""21st December, 1891, to 21st June, 1892"", ""June, 1892, to December, 1892""], ""places"": [""Kew Observatory""], ""descriptions"": [""These bowls were used at the Kew Observatory from the 21st December, 1891, to 21st June, 1892, and from June, 1892, to December, 1892. They furnish a record of the sunshine for that period."", ""The hemispherical bowls are made of mahogany of uniform grain, and in the middle is placed a spherical water or glass lens, whose centre coincides with the centre of the cavity in which it rests and which is of such a radius that the focus falls on its inner surface."", ""The sun's rays are focussed by the lens and as the direc- tion of the sun changes, a record of its course is burnt into the wood, the position of the record rising or falling in the bowl according to the sun's declination."", ""A measurement of the depth of the burnt record during different periods gives the relative heating powers during these periods."", ""The bowls exhibited indicate the difference in the sun's heat for the two halves of the year falling between the solstices.""], ""other"": [""Inv. 1894-120"", ""S.M. 1444"", ""L.S.""]}","{""object_names"": [""Sunshine recorder bowls"", ""Campbell sunshine recorder bowls""], ""makers"": [""Campbell, John Francis""], ""materials"": [], ""dates"": [""1891""], ""places"": [""Islay, Argyll and Bute, Scotland, United Kingdom""], ""descriptions"": [""Set of two Campbell sunshine recorder bowls for 1891& 1892.""], ""other"": [""Meteorology instrument component; instrument component""]}"
119,26,14,3,3,3,4,4,1,4,1,0,1,9,2,3,2,"{""object_names"": [""CAMPBELL STOKES SUNSHINE-RECORDER"", ""recorder"", ""burning recorders""], ""makers"": [""Curtis""], ""materials"": [""wooden bowls"", ""metal"", ""slate base"", ""strips of card""], ""dates"": [""1853"", ""1876"", ""1879"", ""1901""], ""places"": [], ""descriptions"": [""developed by Stokes from Campbell's recorder of 1853"", ""wooden bowl was replaced by one of metal containing a strip of cardboard"", ""Stokes added the zodiacal frame"", ""devised an improved card holder"", ""other improvements were introduced by Curtis in 1901"", ""spherical lens is mounted in a metal bowl"", ""grooved on its inner surface to hold the strips of card used as records"", ""For observations, the bowl is placed in the meridian and its axis inclined in accordance with the latitude."", ""The lens being carefully focussed, the charring of the card by the sun's heat indicates the duration and intensity of the sunshine."", ""Other forms of burning recorders, such as those with stone and metal bowls coated with some substance that melts under strong heat, have been employed from time to time, but these have now been entirely superseded by the Campbell- Stokes instrument.""], ""other"": [""Inv. 1909-132"", ""S.M. 1443"", ""L.S.""]}","{""object_names"": [""Campbell-Stokes type burning-glass sunshine recorder"", ""Campbell-Stokes sunshine recorder"", ""burning-glass sunshine recorder"", ""Meteorology burning-glass sunshine recorder""], ""makers"": [""Short and Mason, 40 Hatton Garden, London"", ""Sir George Gabriel Stokes"", ""John Francis Campbell""], ""materials"": [""burning-glass""], ""dates"": [""1899""], ""places"": [""London""], ""descriptions"": [""by Short and Mason"", ""type""], ""other"": [""1899""]}"
120,19,16,2,2,2,2,3,1,2,1,1,4,8,4,3,2,"{""object_names"": [""JORDAN'S SUNSHINE RECORDER""], ""makers"": [""Mr. J. B. Jordan""], ""materials"": [""dark cylindrical brass chamber"", ""bronzed stand"", ""cyanotype process""], ""dates"": [""1886-76""], ""places"": [], ""descriptions"": [""for photographically recording the duration of sunshine"", ""on the inner circumference of which is placed a sheet of sensitized paper"", ""A ray of sunlight being admitted into this chamber through a small rectangular aperture in the side, is received on the paper, and travels around it by virtue of the earth's rotation, leaving a distinct record of chemical action, thereby registering its duration and the degree of its intensity"", ""with means of adjustment for the different seasons, and for use in any latitude"", ""The records are divided into hours and sixths"", ""while they are rendered permanent by simply washing for a few minutes in cold water and afterwards drying"", ""(See Q. J. R. Met. Soc., Vol. XII., 1866.)""], ""other"": [""S.M. 1432"", ""L.S.""]}","{""object_names"": [""Jordan photographic sunshine recorder, No.33""], ""makers"": [], ""materials"": [""photographic records""], ""dates"": [], ""places"": [""London"", ""Greater London"", ""England"", ""United Kingdom""], ""descriptions"": [""Jordan's patent"", ""Meteorology photographic sunshine recorder"", ""photographic sunshine recorder"", ""James B. Jordan""], ""other"": [""No.33"", ""33""]}"
121,15,14,1,2,1,2,2,0,2,1,0,4,6,3,3,2,"{""object_names"": [""JORDAN'S TWIN-CYLINDER SUNSHINE RECORDER""], ""makers"": [""J. B. Jordan, Esq.""], ""materials"": [""brass"", ""dark chambers""], ""dates"": [""1922"", ""1888""], ""places"": [], ""descriptions"": [""improvement on the single cylinder type"", ""consists of two semi-cylindrical dark chambers"", ""chambers are placed with their diametral planes outwards and at an angle of 63\u00b0"", ""hinged to a stand having a latitude arc"", ""aperture for admitting the beam of sunlight is placed in the centre of the rectangular side of each box"", ""the length of the beam within the chamber is the radius of the cylindrical surface on which it is projected"", ""Its path therefore at all seasons follows a straight line on the record"", ""apertures for the admission of the sun's rays are so placed as to receive the early and late sunshine"", ""there is only one aperture in each chamber"", ""the amount of diffused light admitted is much less than in the single cylinder instrument"", ""the morning and afternoon charts are placed in separate cylinders offers improved facilities for changing the charts""], ""other"": [""Inv. 1893-144"", ""S.M. 1431"", ""L.S.""]}","{""object_names"": [""Jordan photographic sunshine recorder"", ""photographic sunshine recorder""], ""makers"": [""Negretti & Zambra"", ""Jordan, James B.""], ""materials"": [], ""dates"": [""1888""], ""places"": [""London"", ""Greater London"", ""England"", ""United Kingdom""], ""descriptions"": [""with 2 recording cards"", ""with 2 records"", ""Meteorology""], ""other"": []}"
122,16,13,1,2,2,2,2,0,2,1,0,1,6,3,3,4,"{""object_names"": [""MCLEOD'S SUNSHINE RECORDER""], ""makers"": [""Prof. H. McLeod, F.R.S.""], ""materials"": [""glass sphere silvered inside"", ""double-convex lens""], ""dates"": [""about 1886""], ""places"": [], ""descriptions"": [""original sunshine recorder"", ""modified and produced commercially"", ""axis of the instrument being adjusted parallel to the polar axis of the earth"", ""light from the sun is reflected from the globe and some of it passing through the double-convex lens forms an image on a piece of prepared paper within the camera"", ""image describes the arc of a circle on the paper and when the sun is obscured this arc is necessarily discontinuous"", ""image is not on a point, but a line, and in certain relative positions of the sphere, lens, and paper, the line is radial and very thin, so that the obscuration of the sun for only one minute is indicated by a weakening of the image"", ""record is divided into hourly intervals, when the position of the meridian has been determined, by drawing radial lines at angles of 15\u00b0"", ""Examples of the traces, divided for the hours, are exhibited with the apparatus.""], ""other"": [""Lent by Prof. H. McLeod, F.R.S."", ""Jour. Phys. Soc., Vol. VI., p. 216."", ""Inv. 1885-112"", ""S.M. 1453"", ""L.S.""]}","{""object_names"": [""McLeod type photographic sunshine recorder"", ""record sheets""], ""makers"": [""Unknown maker""], ""materials"": [], ""dates"": [""1884""], ""places"": [""United Kingdom""], ""descriptions"": [""unsigned"", ""Meteorology photographic sunshine recorder; record - document; instrument component; photographic sunshine recorder; record - document; instrument component""], ""other"": [""McLeod type photographic sunshine recorder and 6 record sheets"", ""Britain"", ""Herbert""]}"
123,15,12,2,1,1,2,2,0,2,1,1,3,6,2,1,3,"{""object_names"": [""MAURER'S SUNSHINE RECORDER""], ""makers"": [""Th. Usteri-Reinacher, Zurich""], ""materials"": [""brass"", ""iron""], ""dates"": [""1893""], ""places"": [""Zurich""], ""descriptions"": [""photographic sunshine recorder"", ""cylindrical dark chamber"", ""oblique top to the axis"", ""small rectangular hole"", ""removable bottom"", ""small latitude arc"", ""supported on an iron stand"", ""axis adjusted for latitude"", ""North South line in the meridian"", ""sun's rays passing through the hole"", ""record of their course on the sensitized paper"", ""approximately a straight line"", ""at right angles to the hour lines engraved on the paper"", ""duration of sunshine for any particular period can be readily ascertained"", ""record should be washed in water"", ""fix it""], ""other"": [""Inv. 1893-145""]}","{""object_names"": [""Maurer type photographic sunshine recorder""], ""makers"": [""Usteri-Reinacher, Th."", ""J. Maurer""], ""materials"": [], ""dates"": [""1886-1893""], ""places"": [""Zurich canton"", ""Switzerland"", ""Z\u00fcrich canton""], ""descriptions"": [""Metereology"", ""category labels""], ""other"": [""photographic sunshine recorder""]}"
124,15,12,1,1,2,2,2,0,1,1,0,3,8,3,1,2,"{""object_names"": [""HERSCHEL'S ACTINOMETER""], ""makers"": [""Sir J. Hooker, F.R.S."", ""Sir J. Herschel""], ""materials"": [""glass cylinder"", ""solution of ammoniacal sulphate of copper""], ""dates"": [""1825""], ""places"": [], ""descriptions"": [""This actinometer which is of the type devised by Sir J. Herschel in 1825, was used by Sir J. Hooker in his investigations when travelling in the Himalayas."", ""It consists of a glass cylinder filled with a solution of ammoniacal sulphate of copper, to one end of which is connected a tube with an arbitrary scale of equal parts, while to the other end a screw is fitted which may be used to adjust the liquid in the tube, the whole forming a delicate thermometer."", ""The temperature of the liquid is ascertained by a thermometer having its bulb in the liquid, and its stem passing through the screw."", ""By noting on the arbitrary scale the height of the liquid immediately before and after the instrument has been exposed to the sun\u2019s rays for a definite time, and also making similar observations when it is set in the shade, a measure of the heating effect of the sun\u2019s rays can be ascertained."", ""This can be corrected for the unequal expansion of the liquid with the aid of readings given by the alcohol thermometer."", ""Herschel suggested that not less than three sun observations, and two intermediate shade observations should be taken, the calculations to be made from the means of the readings in each position."", ""The unit of solar radiation adopted in the ultimate reduction of the observation was the \u201cActine.\u201d"", ""By this is understood, \u201cthat intensity of solar radiation which, at a vertical incidence, and supposing it wholly absorbed, would suffice to melt one millionth part of a metre in thickness from the surface of a sheet of ice horizontally exposed to its action per minute of mean solar time.\u201d""], ""other"": [""Inv. 1890-54""]}","{""object_names"": [""Herschel type actinometer""], ""makers"": [""Henry Barrow & Co.""], ""materials"": [], ""dates"": [""1849-1851""], ""places"": [""London"", ""England"", ""United Kingdom""], ""descriptions"": [""with spanner"", ""Meteorology actinometer"", ""actinometer""], ""other"": [""1849-1851"", ""Herschel, Sir John Frederick William""]}"
125,11,8,2,1,1,1,0,0,2,1,0,1,5,2,1,2,"{""object_names"": [""HERSCHEL'S ACTINOMETER""], ""makers"": [], ""materials"": [], ""dates"": [""1825"", ""1840\u20133""], ""places"": [], ""descriptions"": [""Devised by Sir J. Herschel in 1825"", ""Used during Antarctic Expedition of 1840\u20133"", ""This instrument, which is of the form devised by Sir J. Herschel in 1825"", ""was used during the Antarctic Expedition of 1840\u20133 under the command of Sir James Ross, R.N."", ""In construction and design it is similar to the instrument shown adjacent.""], ""other"": [""Lent by The Meteorological Office""]}","{""object_names"": [], ""makers"": [], ""materials"": [], ""dates"": [""1840""], ""places"": [""London, Greater London, England, United Kingdom""], ""descriptions"": [""Meteorology actinometer"", ""actinometer 1840""], ""other"": [""Robinson, Thomas Charles""]}"
126,12,6,1,1,1,1,1,0,2,1,1,0,5,3,1,0,"{""object_names"": [""SOLAR RADIATION THERMOMETERS""], ""makers"": [""J. Hicks"", ""The Admiralty""], ""materials"": [""vacuum tube"", ""black bulb""], ""dates"": [""1922"", ""1849"", ""1901""], ""places"": [""Antarctic""], ""descriptions"": [""Suggested by Sir John Herschel in 1849"", ""Used on British (\u201cDiscovery\u201d) Antarctic Expedition of 1901"", ""enclosing the black bulb of an ordinary radiation thermometer in a vacuum tube, so as to prevent loss of heat due to radiation from the black bulb"", ""The two examples shown are made in this manner"", ""The indications are 20\u00b0 F. to 30\u00b0 F. higher than those of a similar instrument with exposed bulb"", ""The larger example is graduated in degrees from 3\u00b0 F. to 203\u00b0 F. and the smaller from 10\u00b0 F. to 207\u00b0 F.""], ""other"": [""Inv. 1911-116-7""]}","{""object_names"": [""Lucas motor car engine"", ""Lucas two stroke 25 h.p. petrol engine""], ""makers"": [""Valveless Car Co. Ltd.""], ""materials"": [], ""dates"": [""1909""], ""places"": [], ""descriptions"": [""from 'valveless' motor car"", ""Road Transport"", ""private car components"", ""petrol engines""], ""other"": []}"
127,14,10,1,2,1,1,3,0,2,1,0,4,6,1,1,1,"{""object_names"": [], ""makers"": [], ""materials"": [""glass shield"", ""mercurial vacuum gauges"", ""specially constructed stands""], ""dates"": [""1922"", ""1849""], ""places"": [], ""descriptions"": [""constructed with the view of measuring the intensity of radiation derived directly from the sun"", ""bulb and part of the stem are blackened"", ""as nearly as possible exhausted of air"", ""results may be unaffected by passing air currents or by the presence of moisture in the surrounding atmosphere"", ""prevent their receiving heat from objects in their vicinity"", ""appliances for indicating the state of exhaustion of the air enclosed in the shield"", ""in the \u201cAdmiralty Manual\u201d of 1849, suggested this design of instrument"", ""many have been constructed since, which give favourable results as compared with other forms of apparatus for measuring the intensity of solar radiation""], ""other"": [""Inv. 1905-73""]}","{""object_names"": [""Solar radiation thermometer, 1849""], ""makers"": [], ""materials"": [], ""dates"": [], ""places"": [""London"", ""Greater London"", ""England"", ""United Kingdom""], ""descriptions"": [""Meteorology""], ""other"": []}"
128,16,8,3,2,1,1,2,0,1,1,0,0,6,1,3,3,"{""object_names"": [""POUILLET'S PYRHELIOMETER"", ""pryheliometer direct"", ""pyrheliometer \u00e0 lentille""], ""makers"": [], ""materials"": [""mercury"", ""blackened cylinder""], ""dates"": [""about 1854""], ""places"": [], ""descriptions"": [""Pouillet about 1854 proposed his pyrheliometer of which there were two forms"", ""The instrument exhibited is a modification of the former, introduced by the Rev. F. W. Stow."", ""It consists of a thermometer the bulb of which is immersed in the mercury contained in a small blackened cylinder of known capacity and base area."", ""When in use, the base of the cylinder is turned for a definite period of time alternately towards and from the sun, and the mean of the thermometer readings in each position is taken."", ""From these means can be determined the rise in temperature of the mercury contained in the cylinder due to the sun's radiation acting on a known area for a fixed time."", ""The base should be set so that the sun's rays fall perpendicularly on it and a paper disc is supplied to show by the position of the shadow of the cylinder, when this adjustment has been made."", ""The improvement due to the Rev. F. W. Stow is the addition of the outer cylindrical case to protect the thermometer tube from wind, and rays other than direct.""], ""other"": [""The Rev. F. W. Stow, M.A."", ""Inv. 1893-113"", ""S.M. 1438"", ""L.S.""]}","{""object_names"": [""Stow's improved form""], ""makers"": [], ""materials"": [], ""dates"": [""1874""], ""places"": [], ""descriptions"": [""Meteorology pyrheliometer""], ""other"": [""Stow, Fenwick W., Rev., M.A."", ""1874 Pouillet"", ""pyrheliometer 1874""]}"
129,10,11,1,2,1,2,1,0,1,1,0,3,5,2,1,1,"{""object_names"": [""SECCHI'S SOLAR INTENSITY APPARATUS""], ""makers"": [""Casella""], ""materials"": [""metal vessel"", ""hollow cylinder"", ""three tubes"", ""thermometers"", ""liquid""], ""dates"": [""1922""], ""places"": [], ""descriptions"": [""devised by Padre Secchi for measuring the comparative intensity of the heat of the sun's rays"", ""ten inches in length and of three inches diameter"", ""filled with a liquid at any desired temperature"", ""the bulbs of two of which are immersed in the liquid, the bulb of the third being passed through the vessel into the hollow centre of the cylinder"", ""For observation, the apparatus is placed on a stand, and adjusted so that the sun's rays fall on the exposed bulb. Experiments showed that the increase in the thermometer reading was independent of the temperature of the surrounding liquid.""], ""other"": [""Inv. 1893-146""]}","{""object_names"": [""heliopyrometer""], ""makers"": [""L. Casella"", ""L. Casella, London, England""], ""materials"": [], ""dates"": [""1866"", ""1871-1880""], ""places"": [""London, England"", ""London, Greater London, England, United Kingdom""], ""descriptions"": [""Secchi heliopyrometer by L. Casella,1866 Secchi heliopyrometer by L. Casella, London, England, 1871-1880"", ""Meteorology heliopyrometer; heliopyrometer""], ""other"": [""Secchi, Angelo""]}"
130,15,10,2,2,1,1,3,1,2,1,0,0,5,2,2,3,"{""object_names"": [""Stanley's Copper Pyrheliometer""], ""makers"": [], ""materials"": [""copper"", ""black polished slate slab""], ""dates"": [""1885 (designed)""], ""places"": [], ""descriptions"": [""designed to overcome the difficulties experienced in the use of solar radiation thermometers enclosed in a vacuum"", ""bulb is enclosed in a copper ball 1.4 in. diam."", ""surface has been oxidised by heating"", ""supported on a black polished slate slab, at a distance of about two inches from the surface"", ""slab being inclined at an angle of 45\u00b0"", ""Readings obtained with this instrument were found to be lower than those obtained with the ordinary solar radiation thermometer, but results obtained with similarly constructed instruments were uniform."", ""See Q. J. Met. Soc., 1885, Vol. XI., p. 124.""], ""other"": [""Lent by W. F. Stanley, Esq."", ""Inv. 1893-118""]}","{""object_names"": [], ""makers"": [], ""materials"": [""components""], ""dates"": [], ""places"": [], ""descriptions"": [""with stand"", ""base"", ""Meteorology pyrheliometer""], ""other"": [""Stanley, William Ford"", ""1885 (as maker's date)""]}"
